t_id	region	chrom	transcript_start	transcript_end	transcript_lenght	exons	base_pairs	diff_region_intersecting_t_id	diff_region_intersecting_exons	diff_region_intersecting_bps	diff_region_ratio	region_transcript_start	diff_region_transcript_end	diff_region_trans_len	diff_region_trans_overlap	same_region_intersecting_t_id	same_region_intersecting_exons	same_region_intersecting_bps	same_region_ratio	same_region_transcript_start	same_region_transcript_end	same_region_trans_len	same_region_trans_overlap
D30C_TCONS_00089453	D30C	scaffold_95	325286	332524	7238	3	6217	T30C_TCONS_00091444	3	6084	0.9786070451986488660125462442	325419	332524	7105	7105		0	0	0				0
T30C_TCONS_00039309	T30C	groupX	7332740	7346685	13945	28	5619		0	0	0				0		0	0	0				0
D30C_TCONS_00041518	D30C	groupXI	1857277	1857796	519	1	519		0	0	0				0		0	0	0				0
D30C_TCONS_00066486	D30C	groupXVII	597394	601675	4281	2	2933		0	0	0				0		0	0	0				0
D30C_TCONS_00087920	D30C	scaffold_68	809899	814046	4147	4	2986		0	0	0				0		0	0	0				0
T30C_TCONS_00017652	T30C	groupIV	19000254	19019874	19620	5	2841		0	0	0				0		0	0	0				0
T30C_TCONS_00001939	T30C	groupI	19854254	19855457	1203	1	1203		0	0	0				0		0	0	0				0
T30C_TCONS_00087828	T30C	scaffold_47	15071	16393	1322	1	1322	D30C_TCONS_00086024	1	1322	1	15069	16465	1396	1322		0	0	0				0
T30C_TCONS_00051445	T30C	groupXIII	18738751	18740980	2229	1	2229		0	0	0				0		0	0	0				0
T30C_TCONS_00033346	T30C	groupVII	13183976	13200274	16298	3	2951	D30C_TCONS_00033009	3	2814	0.9535750593019315486275838699	13183973	13200137	16164	16161		0	0	0				0
T30C_TCONS_00048097	T30C	groupXII	2499346	2501370	2024	1	2024		0	0	0				0		0	0	0				0
T30C_TCONS_00088654	T30C	scaffold_54	716891	718593	1702	2	1619	D30C_TCONS_00086830	3	1519	0.9382334774552192711550339716	716884	718591	1707	1700		0	0	0				0
D30C_TCONS_00081162	D30C	scaffold_150	28317	29967	1650	2	1164	T30C_TCONS_00082768	2	1163	0.9991408934707903780068728522	28318	30007	1689	1649		0	0	0				0
T30C_TCONS_00015226	T30C	groupIV	26273182	26275633	2451	4	411	D30C_TCONS_00015106	4	378	0.9197080291970802919708029197	26273151	26275600	2449	2418		0	0	0				0
D30C_TCONS_00016372	D30C	groupIV	6582798	6589345	6547	5	795		0	0	0				0		0	0	0				0
D30C_TCONS_00033009	D30C	groupVII	13183973	13200137	16164	3	2817	T30C_TCONS_00033346	3	2814	0.9989350372736954206602768903	13183976	13200274	16298	16161		0	0	0				0
T30C_TCONS_00037996	T30C	groupVIII	14428794	14434445	5651	15	2381	D30C_TCONS_00037512	15	2370	0.9953800923981520369592608148	14428796	14434698	5902	5649		0	0	0				0
D30C_TCONS_00013660	D30C	groupIV	9467429	9470080	2651	3	2093		0	0	0				0		0	0	0				0
D30C_TCONS_00045222	D30C	groupXI	15858895	15859664	769	4	501	T30C_TCONS_00045896	4	501	1	15858895	15859664	769	769		0	0	0				0
D30C_TCONS_00067273	D30C	groupXVII	7791593	7793029	1436	3	983	T30C_TCONS_00068383	3	983	1	7791593	7793029	1436	1436		0	0	0				0
T30C_TCONS_00059866	T30C	groupXIX	9766605	9775356	8751	8	1252	D30C_TCONS_00058868	8	1252	1	9766605	9775468	8863	8751		0	0	0				0
D30C_TCONS_00024357	D30C	groupV	1121084	1133810	12726	7	1137		0	0	0				0		0	0	0				0
D30C_TCONS_00039987	D30C	groupX	3563887	3591370	27483	4	689	T30C_TCONS_00040518	4	670	0.9724238026124818577648766328	3563868	3591351	27483	27464	D30C_TCONS_00039986	3	479	0.6952104499274310595065312046	3563887	3591144	27257	27257
D30C_TCONS_00085810	D30C	scaffold_413	78	6367	6289	6	4126	T30C_TCONS_00087588	6	4126	1	5	6367	6362	6289		0	0	0				0
T30C_TCONS_00048023	T30C	groupXII	1762721	1763058	337	1	337	D30C_TCONS_00047357	1	335	0.9940652818991097922848664688	1762723	1763061	338	335		0	0	0				0
T30C_TCONS_00002916	T30C	groupI	607440	614392	6952	4	1111	D30C_TCONS_00002918	4	932	0.8388838883888388838883888389	607433	614213	6780	6773		0	0	0				0
D30C_TCONS_00050692	D30C	groupXIII	18429800	18431861	2061	5	1102	T30C_TCONS_00051423	5	1093	0.9918330308529945553539019964	18429809	18431861	2052	2052		0	0	0				0
D30C_TCONS_00020326	D30C	groupIX	17417679	17421534	3855	1	3855		0	0	0				0		0	0	0				0
D30C_TCONS_00049265	D30C	groupXIII	2205570	2208417	2847	5	1999	T30C_TCONS_00049976	5	1717	0.8589294647323661830915457729	2205572	2208137	2565	2565		0	0	0				0
D30C_TCONS_00054666	D30C	groupXIV	1649310	1650692	1382	1	1382	T30C_TCONS_00055464	1	1382	1	1649294	1650753	1459	1382		0	0	0				0
T30C_TCONS_00082163	T30C	scaffold_137	186165	187993	1828	6	548	D30C_TCONS_00080582	6	544	0.9927007299270072992700729927	186165	187989	1824	1824		0	0	0				0
T30C_TCONS_00017124	T30C	groupIV	12938930	12941249	2319	2	2070	D30C_TCONS_00016923	2	1496	0.7227053140096618357487922705	12939410	12941333	1923	1839		0	0	0				0
T30C_TCONS_00052533	T30C	groupXIII	9355336	9358261	2925	6	1570	D30C_TCONS_00051794	6	1569	0.9993630573248407643312101911	9355335	9358260	2925	2924		0	0	0				0
